id,text
19335,did you eat that toast would you like more toast
19336,he's not very tiny but he is a puppy
19337,yes thank you you're being helpful now
19338,no she's not wearing clogs she's wearing socks
19339,and this week Naima really learned how to put one lego on top of another lego and make it stick
19340,we spent the day moving our stuff at the new house
19341,and Naima's here Mommy's here we're making
19342,she's got a funny thing on her head
19343,there you did it you put him back where he belongs
19344,gonna put it back in the driveway where it belongs
19345,are your toes sticking through the holes
19346,seals were swimming in the water at the aquarium
19347,what did I tell you I was gonna make
19348,don't forget the Pteranodon the Pteranodon is a bird dinosaur
19349,maybe you wanna show Jenny your jewelry box that you made at your party
19350,ho is it a scary bear like that
19351,that's the lego person who's this do you remember
19352,guys helped us at the new house move our stuff right
19353,that baby is dressed up like a type a kind a kind of dog called a dalmatian
19354,I can tickle you through the holes in the basket
19355,you know how to make a scary bear ho oh dear
19356,well that's alright if you've already said you know yes then
19357,are you gonna give the cat some water to drink
19358,well there's only one place left for it to go right
19359,when we see him there what is he doing usually
19360,they looked like dogs a little bit but they're seals and they were swimming under the water and they'd come up
19361,you want some of the spinach that you had yesterday
19362,where did she go where that Sally Lally girl go
19363,you're giving it to me we can do it together
19364,it's nighttime in this picture she's looking out the window at nighttime looking at the ocean
19365,oh I see she's supposed to be Glenn Close
19366,anywhere else this morning cause I was gonna check with you but
19367,yeah they used dollies to move the stuff but I was thinking of something else that they used
19368,this is a big piece too look at that big piece
19369,Honey can you wait a second while we put some can we actually bake some cookies first
19370,you gave her a new name she was Lucy and now she's Lucy_Bucy
19371,out of the water pop the head out of the water
19372,you see that witch she's got a big hat that witch
19373,also they also used something with a rainbow on it what did they use
19374,and we all went to the restaurant everybody went to the restaurant
19375,she's looking at the ocean and the bear is looking she's hugging the bear I think
19376,and we saw them close up didn't we
19377,I think we're gonna stop this taping for a little while
19378,he's usually wagging his tail n' looking to say hello to people
19379,yeah he might be able to at least help you get the car out
19380,can I see it I can't see it too well
19381,we'll try again when Naima is talking more
19382,let's cut off a little piece you can have this piece
19383,ah I have her now you wanna come get her
19384,there's a hair there was a hair oh there is a hair
19385,he doesn't really bark very much though
19386,I really think it's more like a silly Lily
19387,barn cat at the red door barn cat what are you looking for
19388,oh I wanna go back xxx where I belong right here
19389,this session was the same day as the first session on this tape
19390,I'm just trying to get few things done while we play
19391,and we're gonna have pasta but I have_to cook it first
19392,cause I don't drive standard at all I mean I can't even
19393,churr churr churr barn cat yawns and licks her fur
19394,okay I'm just seeing if I can find the other part of the potty
